,prop_id,click_rate,booking_rate
110,53273,0.0,0.0
111,49179,0.23076923076923078,0.1794871794871795
112,61469,0.0,0.0
113,69665,0.0,0.0
114,77861,0.0821917808219178,0.0684931506849315
115,86057,0.0,0.0
116,81963,0.017937219730941704,0.0
117,94253,0.07894736842105263,0.05263157894736842
118,90159,0.0,0.0
119,98355,0.05263157894736842,0.0
120,110645,0.02830188679245283,0.02830188679245283
121,118841,0.0,0.0
122,127037,0.06896551724137931,0.06896551724137931
123,122943,0.06666666666666667,0.06666666666666667
124,135233,0.16666666666666666,0.0
125,131139,0.0,0.0
126,139335,0.08333333333333333,0.0
127,8192,0.05185185185185185,0.007407407407407408
128,12290,0.05714285714285714,0.0
129,4,0.045454545454545456,0.045454545454545456
130,4102,0.25,0.0
131,24584,0.0045871559633027525,0.0
132,28682,0.0,0.0
133,16396,0.0,0.0
134,20494,0.0639269406392694,0.045662100456621
135,40976,0.0,0.0
136,45074,0.075,0.025
137,32788,0.02356902356902357,0.016835016835016835
138,36886,0.0,0.0
139,57368,0.0,0.0
140,61466,0.14035087719298245,0.07017543859649122
141,49180,0.0,0.0
142,53278,0.07142857142857142,0.07142857142857142
143,73760,0.0,0.0
144,77858,0.0,0.0
145,65572,0.0,0.0
146,69670,0.08421052631578947,0.05263157894736842
147,90152,0.04838709677419355,0.024193548387096774
148,94250,0.0,0.0
149,81964,0.0,0.0
150,86062,0.0,0.0
151,106544,0.0,0.0
152,110642,0.007874015748031496,0.007874015748031496
153,98356,0.14285714285714285,0.0
154,122936,0.0,0.0
155,127034,0.0,0.0
156,114748,0.0,0.0
157,118846,0.2727272727272727,0.22727272727272727
158,139328,0.0,0.0
159,131140,0.0,0.0
160,135238,0.023195876288659795,0.01804123711340206
161,8193,0.0,0.0
162,12291,0.0,0.0
163,5,0.06666666666666667,0.0
164,4103,0.0,0.0
165,24585,0.0,0.0
166,28683,0.0,0.0
167,16397,0.0979020979020979,0.04195804195804196
168,20495,0.125,0.125
169,40977,0.0,0.0
170,45075,0.04878048780487805,0.024390243902439025
171,32789,0.0,0.0
172,36887,0.0,0.0
173,57369,0.0,0.0
174,61467,0.0,0.0
175,49181,0.0,0.0
176,53279,0.047619047619047616,0.034013605442176874
177,73761,0.0,0.0
178,77859,0.125,0.125
179,65573,0.031914893617021274,0.010638297872340425
180,69671,0.031578947368421054,0.031578947368421054
181,90153,0.0,0.0
182,94251,0.0,0.0
183,86063,0.04790419161676647,0.023952095808383235
184,106545,0.0,0.0
185,110643,0.05263157894736842,0.03508771929824561
186,98357,0.0,0.0
187,122937,0.0,0.0
188,127035,0.0,0.0
189,114749,0.0,0.0
190,118847,0.0,0.0
191,139329,0.0,0.0
192,131141,0.0,0.0
193,135239,0.08108108108108109,0.08108108108108109
194,12288,0.0,0.0
195,8194,0.11764705882352941,0.11764705882352941
196,4100,0.0,0.0
197,6,0.2,0.0
198,28680,0.0,0.0
199,24586,0.0,0.0
200,20492,0.0,0.0
201,45072,0.3333333333333333,0.0
202,40978,0.02040816326530612,0.02040816326530612
203,36884,0.0,0.0
204,32790,0.0,0.0
205,61464,0.0,0.0
206,57370,0.12307692307692308,0.1076923076923077
207,53276,0.03214285714285714,0.007142857142857143
208,49182,0.0,0.0
209,77856,0.029880478087649404,0.0199203187250996
210,73762,0.0,0.0
211,65574,0.05,0.05
212,94248,0.0,0.0
213,90154,0.0,0.0
214,86060,0.025423728813559324,0.00847457627118644
215,81966,1.0,0.5
216,110640,0.05555555555555555,0.0
217,102452,0.0,0.0
218,98358,0.125,0.125
219,127032,0.017543859649122806,0.017543859649122806
220,122938,0.0,0.0
221,118844,0.16666666666666666,0.16666666666666666
222,114750,0.01818181818181818,0.01818181818181818
223,139330,0.0,0.0
224,135236,0.0,0.0
225,131142,0.0,0.0
226,12289,0.0,0.0
227,8195,0.0,0.0
228,4101,0.0,0.0
229,7,0.0,0.0
230,28681,0.0,0.0
231,24587,0.0,0.0
232,20493,0.0,0.0
233,45073,0.3333333333333333,0.0
234,40979,0.0,0.0
235,32791,0.25,0.0
236,61465,0.0,0.0
237,57371,0.5,0.5
238,53277,0.15384615384615385,0.07692307692307693
239,49183,0.0,0.0
240,77857,0.0,0.0
241,73763,0.0,0.0
242,69669,0.06666666666666667,0.0
243,65575,0.0,0.0
244,90155,0.0,0.0
245,86061,0.3333333333333333,0.3333333333333333
246,81967,1.0,1.0
247,110641,0.0,0.0
248,106547,0.0,0.0
249,102453,0.0,0.0
250,98359,0.03977272727272727,0.02556818181818182
251,127033,0.0,0.0
252,122939,0.0,0.0
253,118845,0.023255813953488372,0.023255813953488372
254,114751,0.16666666666666666,0.08333333333333333
255,139331,0.0,0.0
256,135237,0.0,0.0
257,131143,0.125,0.0
258,16384,0.0,0.0
259,20482,0.0,0.0
260,24580,0.017857142857142856,0.017857142857142856
261,28678,0.0,0.0
262,8,0.0,0.0
263,4106,0.061855670103092786,0.037800687285223365
264,12302,0.0,0.0
265,49168,0.006802721088435374,0.0
266,53266,0.07407407407407407,0.044444444444444446
267,57364,0.03125,0.03125
268,61462,0.12209302325581395,0.11627906976744186
269,32792,0.0,0.0
270,36890,0.0,0.0
271,40988,0.04,0.04
272,45086,0.25,0.125
273,81952,0.0,0.0
274,86050,0.047619047619047616,0.0
275,90148,0.0,0.0
276,94246,0.0,0.0
277,65576,0.0,0.0
278,69674,0.0,0.0
279,73772,0.0273972602739726,0.0
280,77870,0.0,0.0
281,114736,0.024390243902439025,0.0
282,118834,0.02564102564102564,0.0
283,122932,0.05405405405405406,0.05405405405405406
284,127030,0.0,0.0
285,98360,0.03968253968253968,0.03968253968253968
286,102458,0.0,0.0
287,106556,0.0,0.0
288,110654,0.01694915254237288,0.0
289,131144,0.047619047619047616,0.047619047619047616
290,135242,0.0,0.0
291,139340,0.0,0.0
292,16385,0.0,0.0
293,20483,0.008547008547008548,0.0
294,24581,0.4,0.4
295,28679,0.045454545454545456,0.03535353535353535
296,9,0.0,0.0
297,4107,0.0,0.0
298,8205,0.08333333333333333,0.0
299,12303,0.03389830508474576,0.01694915254237288
300,49169,0.25,0.0
301,53267,0.0,0.0
302,61463,0.022222222222222223,0.007407407407407408
303,32793,0.6428571428571429,0.6428571428571429
304,36891,0.024844720496894408,0.018633540372670808
305,40989,0.0,0.0
306,45087,0.0,0.0
307,81953,0.14468085106382977,0.10638297872340426
308,86051,0.0,0.0
309,90149,0.0,0.0
310,94247,0.0,0.0
311,65577,0.0,0.0
312,69675,0.0,0.0
313,73773,0.0,0.0
314,77871,0.0,0.0
315,114737,0.0,0.0
316,122933,0.0,0.0
317,127031,0.014925373134328358,0.0
318,98361,0.03571428571428571,0.0
319,102459,0.0,0.0
320,106557,0.09090909090909091,0.0
321,110655,0.0,0.0
322,131145,0.0,0.0
323,135243,0.0,0.0
324,139341,0.0,0.0
325,20480,0.14285714285714285,0.14285714285714285
326,16386,0.0,0.0
327,28676,0.0,0.0
328,24582,0.0,0.0
329,4104,0.0,0.0
330,10,0.0,0.0
331,12300,0.021739130434782608,0.021739130434782608
332,8206,0.03184713375796178,0.012738853503184714
333,53264,0.08333333333333333,0.020833333333333332
334,49170,0.038461538461538464,0.0
335,57366,0.06896551724137931,0.06896551724137931
336,36888,0.0,0.0
337,32794,0.0,0.0
338,45084,0.0,0.0
339,40990,0.0,0.0
340,86048,0.0410958904109589,0.0273972602739726
341,81954,0.0,0.0
342,94244,0.0,0.0
343,90150,0.1111111111111111,0.0
344,69672,0.0,0.0
345,65578,0.2,0.2
346,77868,0.018292682926829267,0.012195121951219513
347,73774,0.0,0.0
348,118832,0.0,0.0
349,114738,0.0,0.0
350,127028,0.0,0.0
351,122934,0.0,0.0
352,102456,0.022727272727272728,0.0
353,98362,0.17105263157894737,0.11842105263157894
354,110652,0.10526315789473684,0.10526315789473684
355,106558,0.0,0.0
356,131146,0.3333333333333333,0.0
357,139342,0.0196078431372549,0.0
358,20481,0.0,0.0
359,16387,0.0,0.0
360,28677,0.022222222222222223,0.022222222222222223
361,24583,0.0,0.0
362,4105,0.0,0.0
363,11,0.03816793893129771,0.030534351145038167
364,12301,0.17857142857142858,0.14285714285714285
365,8207,0.06862745098039216,0.049019607843137254
366,53265,0.0,0.0
367,49171,0.0,0.0
368,61461,0.25,0.25
369,57367,0.5,0.0
370,36889,0.030303030303030304,0.0
371,32795,0.07407407407407407,0.037037037037037035
372,45085,0.0,0.0
373,40991,0.0,0.0
374,86049,0.06521739130434782,0.021739130434782608
375,81955,0.16666666666666666,0.16666666666666666
376,94245,0.0,0.0
377,90151,0.04081632653061224,0.02040816326530612
378,69673,0.023809523809523808,0.004761904761904762
379,65579,0.0,0.0
380,77869,0.06521739130434782,0.043478260869565216
381,73775,0.21428571428571427,0.07142857142857142
382,118833,0.0,0.0
383,114739,0.0,0.0
384,127029,0.0,0.0
385,122935,0.029045643153526972,0.016597510373443983
386,98363,0.5,0.5
387,110653,0.14634146341463414,0.12195121951219512
388,106559,0.0,0.0
389,135241,0.0,0.0
390,131147,0.0,0.0
391,139343,0.03529411764705882,0.03529411764705882
392,24576,0.0,0.0
393,28674,0.0,0.0
394,16388,0.11627906976744186,0.09302325581395349
395,20486,0.030303030303030304,0.0
396,8200,0.0,0.0
397,12,0.0,0.0
398,4110,0.0,0.0
399,57360,0.0,0.0
400,61458,0.0,0.0
401,53270,0.04411764705882353,0.03676470588235294
402,40984,0.0,0.0
403,45082,0.0,0.0
404,32796,0.0,0.0
405,36894,0.0,0.0
406,90144,0.14285714285714285,0.14285714285714285
407,94242,0.21052631578947367,0.10526315789473684
408,81956,0.0,0.0
409,86054,0.028409090909090908,0.017045454545454544
410,73768,0.0,0.0
411,77866,0.3333333333333333,0.0
412,65580,0.0,0.0
413,69678,0.07357859531772576,0.05351170568561873
414,122928,0.0,0.0
415,127026,0.0,0.0
416,114740,0.0,0.0
417,118838,0.0,0.0
418,106552,0.0,0.0
419,110650,0.037037037037037035,0.037037037037037035
420,98364,0.0,0.0
421,102462,0.0,0.0
422,139336,0.15,0.15
423,135246,0.0,0.0
424,24577,0.0,0.0
425,28675,0.0,0.0
426,20487,0.2222222222222222,0.14814814814814814
427,8201,0.0,0.0
428,12299,0.030612244897959183,0.030612244897959183
429,13,0.0,0.0
430,4111,0.0,0.0
431,57361,0.05714285714285714,0.05714285714285714
432,61459,0.0,0.0
433,49173,0.0,0.0
434,53271,0.0,0.0
435,40985,0.0,0.0
436,45083,0.0,0.0
437,32797,0.15151515151515152,0.12121212121212122
438,36895,0.0,0.0
439,90145,0.0,0.0
440,94243,0.0,0.0
441,81957,0.0,0.0
442,73769,0.0,0.0
443,77867,0.0,0.0
444,65581,0.0,0.0
445,69679,0.3333333333333333,0.3333333333333333
446,127027,0.1,0.06666666666666667
447,114741,0.012195121951219513,0.0
448,118839,0.0625,0.0
449,106553,0.017543859649122806,0.017543859649122806
450,110651,0.0,0.0
451,98365,0.0,0.0
452,102463,0.0,0.0
453,139337,0.0,0.0
454,131149,0.0,0.0
455,135247,0.029850746268656716,0.007462686567164179
456,28672,0.018691588785046728,0.018691588785046728
457,24578,0.0,0.0
458,20484,0.0,0.0
459,16390,0.0,0.0
460,4108,0.26666666666666666,0.2
461,14,0.0,0.0
462,61456,0.025,0.025
463,57362,0.06293706293706294,0.055944055944055944
464,53268,0.0,0.0
465,49174,0.0,0.0
466,45080,0.01098901098901099,0.005494505494505495
467,36892,0.0,0.0
468,32798,0.047619047619047616,0.03007518796992481
469,94240,0.0,0.0
470,90146,0.06382978723404255,0.0
471,86052,0.1,0.1
472,73770,0.022727272727272728,0.011363636363636364
473,69676,0.0,0.0
474,65582,0.0,0.0
475,127024,0.0,0.0
476,122930,0.04,0.04
477,118836,0.025210084033613446,0.008403361344537815
478,114742,0.0,0.0
479,110648,0.0390625,0.0234375
480,106554,0.3333333333333333,0.3333333333333333
481,102460,0.07462686567164178,0.05472636815920398
482,98366,0.0,0.0
483,139338,0.10256410256410256,0.10256410256410256
484,135244,0.1111111111111111,0.0
485,131150,0.0,0.0
486,28673,0.0,0.0
487,24579,0.0,0.0
488,20485,0.0,0.0
489,16391,0.0,0.0
490,12297,0.0,0.0
491,4109,0.0,0.0
492,15,0.03296703296703297,0.02197802197802198
493,61457,0.0,0.0
494,57363,0.011299435028248588,0.005649717514124294
495,53269,0.004672897196261682,0.004672897196261682
496,49175,0.09375,0.0625
497,45081,0.0,0.0
498,40987,0.0,0.0
499,36893,0.0,0.0
500,32799,0.0,0.0
501,94241,0.050203527815468114,0.036635006784260515
502,86053,0.0967741935483871,0.08064516129032258
503,81959,0.0,0.0
504,77865,0.0,0.0
505,73771,0.5,0.5
506,65583,0.03225806451612903,0.03225806451612903
507,127025,0.0,0.0
508,122931,0.0,0.0
509,118837,0.0,0.0
510,110649,0.0,0.0
511,106555,0.0,0.0
512,102461,0.026785714285714284,0.008928571428571428
513,98367,0.017341040462427744,0.011560693641618497
514,139339,0.08695652173913043,0.08695652173913043
515,135245,0.0,0.0
516,131151,0.0070921985815602835,0.0070921985815602835
517,32768,0.13333333333333333,0.13333333333333333
518,36866,0.058823529411764705,0.0
519,40964,0.0,0.0
520,49160,0.125,0.0
521,53258,0.0,0.0
522,57356,0.0,0.0
523,16,0.017241379310344827,0.0
524,8212,0.056962025316455694,0.03164556962025317
525,12310,0.0,0.0
526,16408,0.034482758620689655,0.034482758620689655
527,20506,0.16666666666666666,0.08333333333333333
528,24604,0.0,0.0
529,28702,0.16666666666666666,0.0
530,98336,0.1417004048582996,0.11336032388663968
531,102434,0.2,0.2
532,106532,0.03333333333333333,0.03333333333333333
533,110630,0.0,0.0
534,114728,0.0,0.0
535,118826,0.4166666666666667,0.4166666666666667
536,122924,0.0,0.0
537,127022,0.0,0.0
538,65584,0.012269938650306749,0.0
539,73780,0.0,0.0
540,77878,0.0,0.0
541,81976,0.0,0.0
542,86074,0.0,0.0
543,90172,0.08333333333333333,0.08333333333333333
544,94270,0.0,0.0
545,131152,0.05555555555555555,0.05555555555555555
546,32769,0.07272727272727272,0.03636363636363636
547,36867,0.3333333333333333,0.3333333333333333
548,40965,0.04,0.0
549,45063,0.043478260869565216,0.043478260869565216
550,53259,0.0,0.0
551,57357,0.1,0.0
552,17,0.0,0.0
553,4115,0.0,0.0
554,8213,0.09090909090909091,0.030303030303030304
555,12311,0.014084507042253521,0.014084507042253521
556,16409,0.0,0.0
557,20507,0.0,0.0
558,24605,0.0,0.0
559,28703,0.0,0.0
560,98337,0.09090909090909091,0.045454545454545456
561,102435,0.0,0.0
562,106533,0.02127659574468085,0.02127659574468085
563,110631,0.2,0.2
564,114729,0.0,0.0
565,118827,0.0,0.0
566,122925,0.0,0.0
567,127023,0.0,0.0
568,65585,0.01818181818181818,0.01818181818181818
569,69683,0.0,0.0
570,73781,0.0,0.0
571,77879,0.1232876712328767,0.0684931506849315
572,81977,0.07627118644067797,0.01694915254237288
573,86075,0.0,0.0
574,90173,0.0,0.0
575,94271,0.0,0.0
576,131153,0.029411764705882353,0.0
577,135251,0.0,0.0
578,139349,0.0,0.0
579,36864,0.08163265306122448,0.08163265306122448
580,32770,0.1111111111111111,0.0
581,45060,0.0,0.0
582,40966,0.0738255033557047,0.040268456375838924
583,53256,0.0,0.0
584,49162,0.08333333333333333,0.08333333333333333
585,61452,0.0,0.0
586,57358,0.0,0.0
587,4112,0.0,0.0
588,18,0.0,0.0
589,12308,0.36363636363636365,0.2727272727272727
590,8214,0.0625,0.0
591,20504,0.18181818181818182,0.0
592,16410,0.047619047619047616,0.0
593,28700,0.0,0.0
594,24606,0.017543859649122806,0.017543859649122806
595,102432,0.0,0.0
596,98338,0.0,0.0
597,110628,0.06153846153846154,0.0
598,106534,1.0,0.0
599,118824,0.04198473282442748,0.030534351145038167
600,114730,0.0392156862745098,0.0392156862745098
601,69680,0.047244094488188976,0.03937007874015748
602,65586,0.0,0.0
603,77876,0.10714285714285714,0.07142857142857142
604,73782,0.0,0.0
605,86072,0.0,0.0
606,81978,0.0,0.0
607,94268,0.0,0.0
608,90174,0.045454545454545456,0.022727272727272728
609,131154,0.020833333333333332,0.020833333333333332
610,139350,0.0,0.0
611,36865,0.023952095808383235,0.017964071856287425
612,32771,0.0,0.0
613,45061,0.0,0.0
614,40967,0.025,0.0125
615,53257,0.0,0.0
616,49163,0.0,0.0
617,61453,0.0,0.0
618,4113,0.02608695652173913,0.008695652173913044
619,19,0.0,0.0
620,12309,0.05555555555555555,0.05555555555555555
621,8215,0.0,0.0
622,20505,0.0,0.0
623,28701,0.0,0.0
624,24607,0.0,0.0
625,102433,0.08823529411764706,0.04411764705882353
626,98339,0.06451612903225806,0.06451612903225806
627,110629,0.0,0.0
628,118825,0.125,0.125
629,114731,0.02857142857142857,0.014285714285714285
630,127021,0.0,0.0
631,122927,0.0,0.0
632,69681,0.0,0.0
633,65587,0.02631578947368421,0.02631578947368421
634,77877,0.021739130434782608,0.021739130434782608
635,73783,0.0,0.0
636,86073,0.0425531914893617,0.0425531914893617
637,81979,0.0,0.0
638,94269,0.0,0.0
639,90175,0.06666666666666667,0.02666666666666667
640,135249,0.027450980392156862,0.01568627450980392
641,131155,0.014925373134328358,0.0
642,139351,0.0,0.0
643,40960,0.04081632653061224,0.02040816326530612
644,45058,0.0,0.0
645,32772,0.0,0.0
646,36870,0.0,0.0
647,57352,0.0,0.0
648,61450,0.04,0.04
649,49164,0.0,0.0
650,53262,0.0,0.0
651,8208,0.0,0.0
652,12306,0.0,0.0
653,20,0.0,0.0
654,4118,0.0,0.0
655,24600,0.0,0.0
656,28698,0.0,0.0
657,16412,0.043010752688172046,0.043010752688172046
658,20510,0.0,0.0
659,106528,0.03076923076923077,0.015384615384615385
660,110626,0.0,0.0
661,98340,0.0,0.0
662,102438,0.0,0.0
663,122920,0.0,0.0
664,127018,0.02564102564102564,0.02564102564102564
665,114732,0.0,0.0
666,118830,0.041666666666666664,0.041666666666666664
667,73776,0.0,0.0
668,77874,0.0,0.0
669,65588,0.01818181818181818,0.01818181818181818
670,69686,0.03225806451612903,0.0
671,90168,0.045454545454545456,0.022727272727272728
672,94266,0.0,0.0
673,81980,0.043478260869565216,0.0
674,86078,0.0,0.0
675,139344,0.0,0.0
676,131156,0.05555555555555555,0.027777777777777776
677,135254,0.0,0.0
678,45059,0.25,0.0
679,32773,0.0,0.0
680,36871,0.025889967637540454,0.019417475728155338
681,57353,0.2,0.16923076923076924
682,61451,0.0,0.0
683,53263,0.0,0.0
684,8209,0.030303030303030304,0.030303030303030304
685,12307,0.22033898305084745,0.2033898305084746
686,21,0.0,0.0
687,4119,1.0,0.5
688,24601,0.0,0.0
689,28699,0.07692307692307693,0.0
690,16413,0.1111111111111111,0.0
691,20511,0.0,0.0
692,106529,0.02,0.02
693,110627,0.0,0.0
694,98341,0.2,0.2
695,102439,0.2,0.2
696,122921,0.04065040650406504,0.016260162601626018
697,127019,0.0,0.0
698,114733,0.01643835616438356,0.005479452054794521
699,118831,0.0,0.0
700,73777,0.0,0.0
701,77875,0.06818181818181818,0.045454545454545456
702,65589,0.0,0.0
703,69687,0.06493506493506493,0.03896103896103896
704,90169,0.0,0.0
705,94267,0.0,0.0
706,81981,0.033707865168539325,0.02247191011235955
707,86079,0.00980392156862745,0.0
708,139345,0.0,0.0
709,131157,0.0,0.0
710,135255,0.0,0.0
711,45056,0.03278688524590164,0.01639344262295082
712,40962,0.0,0.0
713,36868,0.0,0.0
714,32774,0.0,0.0
715,61448,0.0,0.0
716,57354,0.0,0.0
717,53260,0.0,0.0
718,49166,0.061611374407582936,0.04739336492890995
719,12304,0.0,0.0
720,8210,0.0,0.0
721,4116,0.0,0.0
722,22,0.0,0.0
723,24602,0.18181818181818182,0.1590909090909091
724,20508,0.05714285714285714,0.0380952380952381
725,16414,0.25,0.25
726,110624,0.0,0.0
727,106530,0.0,0.0
728,102436,0.023255813953488372,0.023255813953488372
729,127016,0.0,0.0
730,122922,0.0,0.0
731,118828,0.018867924528301886,0.0
732,114734,0.1111111111111111,0.0
733,77872,0.043478260869565216,0.043478260869565216
734,73778,0.009708737864077669,0.0
735,69684,0.02127659574468085,0.0
736,65590,0.05,0.0
737,94264,0.0,0.0
738,90170,0.0,0.0
739,81982,0.2,0.2
740,139346,0.0,0.0
741,135252,0.3333333333333333,0.0
742,131158,0.0,0.0
743,45057,0.0,0.0
744,36869,0.04807692307692308,0.038461538461538464
745,57355,0.04,0.04
746,53261,0.0,0.0
747,49167,0.0,0.0
748,12305,0.07142857142857142,0.0
749,8211,0.15384615384615385,0.07692307692307693
750,4117,0.2222222222222222,0.2222222222222222
751,28697,0.2,0.2
752,24603,0.0,0.0
753,20509,0.0,0.0
754,16415,0.045454545454545456,0.045454545454545456
755,110625,0.21428571428571427,0.21428571428571427
756,106531,0.022727272727272728,0.022727272727272728
757,102437,0.1111111111111111,0.08333333333333333
758,98343,0.08333333333333333,0.027777777777777776
759,127017,0.0,0.0
760,122923,0.0,0.0
761,118829,0.0,0.0
762,114735,0.0,0.0
763,77873,0.0,0.0
764,73779,0.09523809523809523,0.09523809523809523
765,69685,0.0,0.0
766,65591,0.0,0.0
767,90171,0.0,0.0
768,86077,0.043478260869565216,0.043478260869565216
769,81983,0.0,0.0
770,139347,0.0,0.0
771,135253,0.08333333333333333,0.05555555555555555
772,131159,0.078125,0.0625
773,49152,0.023668639053254437,0.013806706114398421
774,53250,0.0,0.0
775,57348,0.0,0.0
776,61446,0.0,0.0
777,32776,0.0,0.0
778,36874,0.015873015873015872,0.015873015873015872
779,40972,0.25,0.25
780,45070,0.0,0.0
781,16400,0.0,0.0
782,20498,0.0,0.0
783,24596,0.0,0.0
784,28694,0.00823045267489712,0.00411522633744856
785,24,0.038461538461538464,0.0
786,4122,0.0,0.0
787,8220,0.0,0.0
788,114720,0.0,0.0
789,118818,0.0,0.0
790,122916,0.0,0.0
791,127014,0.0,0.0
792,98344,0.0,0.0
793,102442,0.0,0.0
794,106540,0.07317073170731707,0.04878048780487805
795,110638,0.0,0.0
796,81968,0.0,0.0
797,90164,0.0,0.0
798,94262,0.0,0.0
799,65592,0.0,0.0
800,69690,0.0,0.0
801,73788,0.016260162601626018,0.0
802,77886,0.016666666666666666,0.016666666666666666
803,131160,0.0,0.0
804,135258,0.03125,0.0
805,139356,0.0,0.0
806,49153,0.0,0.0
807,53251,0.057971014492753624,0.057971014492753624
808,57349,1.0,1.0
809,61447,0.0,0.0
810,32777,0.047619047619047616,0.047619047619047616
811,36875,0.2,0.2
812,40973,0.0,0.0
813,45071,0.025,0.0125
814,16401,0.0,0.0
815,20499,0.030612244897959183,0.01020408163265306
816,24597,0.0,0.0
817,28695,0.0,0.0
818,25,0.0,0.0
819,4123,0.0,0.0
820,8221,0.0,0.0
821,12319,0.0,0.0
822,114721,0.04081632653061224,0.03206997084548105
823,118819,0.25,0.25
824,127015,0.030303030303030304,0.015151515151515152
825,98345,0.2222222222222222,0.2
826,102443,0.0,0.0
827,110639,0.2,0.1
828,81969,0.0,0.0
829,86067,0.0,0.0
830,90165,0.1111111111111111,0.1111111111111111
831,94263,0.0,0.0
832,65593,0.02,0.0
833,73789,0.4,0.2
834,77887,0.058823529411764705,0.0392156862745098
835,131161,0.08333333333333333,0.08333333333333333
836,135259,0.0,0.0
837,139357,0.0,0.0
838,53248,0.07142857142857142,0.07142857142857142
839,49154,0.06666666666666667,0.0
840,61444,0.047619047619047616,0.023809523809523808
841,57350,0.0,0.0
842,36872,0.0,0.0
843,32778,0.0,0.0
844,45068,0.14285714285714285,0.10714285714285714
845,40974,0.09198813056379822,0.06824925816023739
846,20496,0.09523809523809523,0.047619047619047616
847,16402,0.0,0.0
848,28692,0.023809523809523808,0.0
849,24598,0.0,0.0
850,4120,0.0,0.0
851,26,0.2,0.0
852,12316,0.0,0.0
853,8222,0.021739130434782608,0.021739130434782608
854,118816,0.10204081632653061,0.061224489795918366
855,114722,0.0,0.0
856,127012,0.1388888888888889,0.1388888888888889
857,122918,0.0625,0.0625
858,102440,0.0,0.0
859,98346,0.1875,0.1875
860,110636,0.14285714285714285,0.07142857142857142
861,106542,0.0,0.0
862,86064,0.14285714285714285,0.07142857142857142
863,81970,0.0,0.0
864,94260,0.05555555555555555,0.05555555555555555
865,90166,0.05454545454545454,0.03636363636363636
866,69688,0.03761061946902655,0.035398230088495575
867,65594,0.0,0.0
868,73790,0.0,0.0
